"Wikidata.ID","X","Name.der.Institution","Ort","Einrichtungsart","bool_OA_Website","bool_OA_Beauftragte","bool_OA.Policy","bool_OA.Leitlinie","bool_OA.PL","bool_Repositorium.URL","bool_Berliner.Erklärung","bool_OA2020","X1","score","OpenScore_institution","bundesländer_score","country_score","institutionType","add.OA_Website","add.OA_Beauftragte","add.OA_Beauftragte_URL","add.OA.Policy.URL","add.OA.Leitlinie.URL","add.Repositorium.URL","add.OA.Verlag.URL","additional.infos","item","name","coord","lat","lon","ZoomLevel"
"Q1912086","Sachsen","Max-Planck-Institut für Physik komplexer Systeme","Dresden","Forschungsorganisation: Max-Planck-Gesellschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,51.33,39.55,"ForschungsInstitution",NA,NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA,"  OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q1912086","Q1912086","Point(13.716944 51.026667)",51.026667,13.716944,"3"
"Q1912088","Sachsen-Anhalt","Max-Planck-Institut für Mikrostrukturphysik","Halle","Forschungsorganisation: Max-Planck-Gesellschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,51.52,39.55,"ForschungsInstitution",NA,NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA,"  OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q1912088","Q1912088","Point(11.9414 51.4953)",51.4953,11.9414,"3"
"Q1912091","Bayern","Max-Planck-Institut für Psychiatrie","München","Forschungsorganisation: Max-Planck-Gesellschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,39.16,39.55,"ForschungsInstitution",NA,NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA,"  OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q1912091","Q1912091","Point(11.576136 48.173656)",48.173656,11.576135,"3"
"Q1912093","Hamburg","Max-Planck-Institut für ausländisches und internationales Privatrecht","Hamburg","Forschungsorganisation: Max-Planck-Gesellschaft",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,"50%",50,32.32,39.55,"ForschungsInstitution",NA,NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA,"  OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q1912093","Q1912093","Point(9.9944 53.5626)",53.5626,9.9944,"3"
"Q1912096","Bayern","Max-Planck-Institut für Steuerrecht und Öffentliche Finanzen","München","Forschungsorganisation: Max-Planck-Gesellschaft",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,"66.67%",66.67,39.16,39.55,"ForschungsInstitution","www.tax.mpg.de/de/bibliothek_tax/literatursuche/open_access.html",NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA," OA websites:<a href='www.tax.mpg.de/de/bibliothek_tax/literatursuche/open_access.html'>www.tax.mpg.de/de/bibliothek_tax/literatursuche/open_access.html</a> OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q1912096","Q1912096","Point(11.58122 48.14098)",48.14098,11.58122,"3"
"Q1912098","Bayern","Max-Planck-Institut für Sozialrecht und Sozialpolitik","München","Forschungsorganisation: Max-Planck-Gesellschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,39.16,39.55,"ForschungsInstitution",NA,NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA,"  OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q1912098","Q1912098","Point(11.5768 48.1482)",48.1482,11.5768,"3"
"Q1912101","Nordrhein-Westfalen","Max-Planck-Institut für Chemische Energiekonversion (CEC)","Mülheim","Forschungsorganisation: Max-Planck-Gesellschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,35.2,39.55,"ForschungsInstitution",NA,NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA,"  OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q1912101","Q1912101","Point(6.88689 51.4178)",51.4178,6.88689,"3"
"Q1912104","Baden-Württemberg","Max-Planck-Institut für biologische Kybernetik","Tübingen","Forschungsorganisation: Max-Planck-Gesellschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,35.26,39.55,"ForschungsInstitution",NA,NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA,"  OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q1912104","Q1912104","Point(9.05847 48.5367)",48.5367,9.05847,"3"
"Q1912106","Niedersachsen","Max-Planck-Institut für experimentelle Medizin","Göttingen","Forschungsorganisation: Max-Planck-Gesellschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,45.83,39.55,"ForschungsInstitution",NA,NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA,"  OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q1912106","Q1912106","Point(9.937413 51.551079)",51.551111,9.937222,"3"
"Q1912108","Hessen","Max-Planck-Institut für Rechtsgeschichte und Rechtstheorie","Frankfurt","Forschungsorganisation: Max-Planck-Gesellschaft",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,"83.33%",83.33,34.24,39.55,"ForschungsInstitution","www.rg.mpg.de/open-access",NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA," OA websites:<a href='www.rg.mpg.de/open-access'>www.rg.mpg.de/open-access</a> OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q1912108","Max-Planck-Institut für Europäische Rechtsgeschichte","Point(8.6204 50.1328)",50.1328,8.6204,"3"
"Q1912109","Bayern","Max-Planck-Institut für die Physik des Lichts","Erlangen","Forschungsorganisation: Max-Planck-Gesellschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,39.16,39.55,"ForschungsInstitution",NA,NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA,"  OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q1912109","Q1912109","Point(11.005556 49.576667)",49.576667,11.005556,"3"
"Q1912110","Nordrhein-Westfalen","Max-Planck-Institut für Stoffwechselforschung","Köln","Forschungsorganisation: Max-Planck-Gesellschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,35.2,39.55,"ForschungsInstitution",NA,NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA,"  OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q1912110","Q1912110","Point(6.91665 50.9257)",50.9257,6.91665,"3"
"Q1912116","Nordrhein-Westfalen","Max-Planck-Institut zur Erforschung von Gemeinschaftsgütern","Bonn","Forschungsorganisation: Max-Planck-Gesellschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,35.2,39.55,"ForschungsInstitution",NA,NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA,"  OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q1912116","Institut Max-Planck de recerca sobre el be comú","Point(7.126389 50.716667)",50.716667,7.126389,"3"
"Q1912116","Baden-Württemberg","Max-Planck-Institut zur Erforschung von Kriminalität, Sicherheit und Recht","Freiburg","Forschungsorganisation: Max-Planck-Gesellschaft",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,"50%",50,35.26,39.55,"ForschungsInstitution",NA,NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA,"  OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q1912116","Institut Max-Planck de recerca sobre el be comú","Point(7.126389 50.716667)",50.716667,7.126389,"3"
"Q191269","Brandenburg","Leibniz-Zentrum für Zeithistorische Forschung Potsdam e.V. (ZZF)","Potsdam","Forschungsorganisation: Leibniz-Gemeinschaft",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,"83.33%",83.33,45,39.55,"ForschungsInstitution","https://zzf-potsdam.de/de/publikationen/open-access",NA,NA,"https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf",NA,"https://search.zeitgeschichte-digital.de/",NA," OA websites:<a href='https://zzf-potsdam.de/de/publikationen/open-access'>https://zzf-potsdam.de/de/publikationen/open-access</a> OA Policy URL:<a href='https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf'>https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf</a> OA Repositorium URL:<a href='https://search.zeitgeschichte-digital.de/'>https://search.zeitgeschichte-digital.de/</a>","http://www.wikidata.org/entity/Q191269","Q191269","Point(13.0581 52.396)",52.396,13.0581,"3"
"Q191426","Baden-Württemberg","Zeppelin Universität Friedrichshafen","Friedrichshafen","Universität",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"16.67%",16.67,35.26,39.55,"Universität",NA,NA,NA,NA,NA,"https://repositorium.zu.de/",NA,"  OA Repositorium URL:<a href='https://repositorium.zu.de/'>https://repositorium.zu.de/</a>","http://www.wikidata.org/entity/Q191426","Q191426","Point(9.43388889 47.65861111)",47.65861111,9.43388889,"3"
"Q1916267","Berlin","MSB Medical School Berlin - Hochschule für Gesundheit und Medizin","Berlin","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,40.09,39.55,"Hochschule",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q1916267","Q1916267","Point(13.0541 52.407)",52.407,13.0541,"3"
"Q1922219","Baden-Württemberg","Merz Akademie - Hochschule für Gestaltung, Kunst und Medien, Stuttgart","Stuttgart","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.26,39.55,"Hochschule",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q1922219","Q1922219","Point(9.2094 48.7897)",48.7897,9.2094,"3"
"Q19841613","Hamburg","Max-Planck-Institut für Struktur und Dynamik der Materie (MPSD)","Hamburg","Forschungsorganisation: Max-Planck-Gesellschaft",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,"66.67%",66.67,32.32,39.55,"ForschungsInstitution","www.mpsd.mpg.de/375892/open-access",NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA," OA websites:<a href='www.mpsd.mpg.de/375892/open-access'>www.mpsd.mpg.de/375892/open-access</a> OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q19841613","Q19841613","Point(9.88465 53.57921)",53.57921,9.88465,"3"
"Q19962204","Nordrhein-Westfalen","DWI - Leibniz-Institut für Interaktive Materialien e.V.","Aachen","Forschungsorganisation: Leibniz-Gemeinschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,2,"33.33%",33.33,35.2,39.55,"ForschungsInstitution",NA,NA,NA,"https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf",NA,"https://leibnizopen.de/home/",NA,"  OA Policy URL:<a href='https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf'>https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf</a> OA Repositorium URL:<a href='https://leibnizopen.de/home/'>https://leibnizopen.de/home/</a>","http://www.wikidata.org/entity/Q19962204","Q19962204","Point(6.050211111 50.777443055)",50.777443055556,6.0502111111111,"3"
"Q1997705","Hamburg","Norddeutsche Akademie für Finanzen und Steuerrecht Hamburg","Hamburg","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,32.32,39.55,"Hochschule",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q1997705","Q1997705","Point(10.05658333 53.56138889)",53.56138889,10.05658333,"3"
"Q202952","Sachsen","Hochschule Mittweida, University of Applied Sciences","Mittweida","Hochschule",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,"50%",50,51.33,39.55,"Hochschule","https://www.hsb.hs-mittweida.de/open-access/",NA,NA,NA,NA,"http://hsmw.bsz-bw.de/",NA," OA websites:<a href='https://www.hsb.hs-mittweida.de/open-access/'>https://www.hsb.hs-mittweida.de/open-access/</a> OA Repositorium URL:<a href='http://hsmw.bsz-bw.de/'>http://hsmw.bsz-bw.de/</a>","http://www.wikidata.org/entity/Q202952","Q202952","Point(12.970889 50.988149)",50.988149,12.970889,"3"
"Q2035460","Niedersachsen","Ostfalia Hochschule für angewandte Wissenschaften","Wolfenbüttel","Hochschule",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"33.33%",33.33,45.83,39.55,"Hochschule","www.ostfalia.de/cms/de/bib/publizieren/open-access/",NA,NA,NA,NA,"opus.ostfalia.de/home",NA," OA websites:<a href='www.ostfalia.de/cms/de/bib/publizieren/open-access/'>www.ostfalia.de/cms/de/bib/publizieren/open-access/</a> OA Repositorium URL:<a href='opus.ostfalia.de/home'>opus.ostfalia.de/home</a>","http://www.wikidata.org/entity/Q2035460","Q2035460","Point(10.54861111 52.17666667)",52.17666667,10.54861111,"3"
"Q2044046","Niedersachsen","PFH Private Hochschule Göttingen","Göttingen","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,45.83,39.55,"Hochschule",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q2044046","Q2044046","Point(9.932658 51.539227)",51.539227,9.932658,"3"
"Q2048456","Sachsen","Palucca Hochschule für Tanz Dresden","Dresden","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,51.33,39.55,"Hochschule",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q2048456","Q2048456","Point(13.771 51.029)",51.029,13.771,"3"
"Q2058481","Berlin","Paul-Drude-Institut für Festkörperelektronik (PDI)","Berlin","Forschungsorganisation: Leibniz-Gemeinschaft",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,"66.67%",66.67,40.09,39.55,"ForschungsInstitution",NA,NA,NA,"https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf",NA,"http://www.leibnizopen.de/home/",NA,"  OA Policy URL:<a href='https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf'>https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf</a> OA Repositorium URL:<a href='http://www.leibnizopen.de/home/'>http://www.leibnizopen.de/home/</a>","http://www.wikidata.org/entity/Q2058481","Q2058481","Point(13.3956 52.5131)",52.5131,13.3956,"3"
"Q2088268","Nordrhein-Westfalen","Philosophisch-Theologische Hochschule Münster","Münster","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.2,39.55,"Hochschule",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q2088268","Q2088268","Point(7.64778 51.9601)",51.9601,7.64778,"3"
"Q2088271","Nordrhein-Westfalen","Philosophisch-Theologische Hochschule SVD Sankt Augustin","Sankt Augustin","Universität",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.2,39.55,"Universität",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q2088271","Q2088271","Point(7.17827 50.7741)",50.7741,7.17827,"3"
"Q209610","Baden-Württemberg","Max-Planck-Institut für Astronomie (MPIA)","Heidelberg","Forschungsorganisation: Max-Planck-Gesellschaft",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,"83.33%",83.33,35.26,39.55,"ForschungsInstitution","www.mpia.de/de/services/bibliothek/open-access",NA,NA,"openaccess.mpg.de/3544/Positionen",NA,"pure.mpg.de/",NA," OA websites:<a href='www.mpia.de/de/services/bibliothek/open-access'>www.mpia.de/de/services/bibliothek/open-access</a> OA Policy URL:<a href='openaccess.mpg.de/3544/Positionen'>openaccess.mpg.de/3544/Positionen</a> OA Repositorium URL:<a href='pure.mpg.de/'>pure.mpg.de/</a>","http://www.wikidata.org/entity/Q209610","Institut Max Planck d'astronomia","Point(8.72306 49.3964)",49.3964,8.72306,"3"
"Q21040685","Baden-Württemberg","media Akademie - Hochschule Stuttgart","Stuttgart","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,35.26,39.55,"Hochschule",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q21040685","Q21040685","Point(9.174292 48.772652)",48.772652,9.174292,"3"
"Q2113846","Hessen","Provadis Hochschule, School of International Management and Technology","Frankfurt","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,34.24,39.55,"Hochschule",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q2113846","Q2113846","Point(8.53861 50.0989)",50.0989,8.53861,"3"
"Q2115997","Berlin","Psychologische Hochschule Berlin gGmbH (PHB)","Berlin","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,40.09,39.55,"Hochschule",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q2115997","Q2115997","Point(13.4158 52.5128)",52.5128,13.4158,"3"
"Q2120205","Baden-Württemberg","Pädagogische Hochschule Schwäbisch Gmünd","Schwäbisch Gmünd","Universität",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3,"50%",50,35.26,39.55,"Universität","www.ph-gmuend.de/forschung/foerderung-von-open-access-publikationen",NA,NA,"www.ph-gmuend.de/forschung/foerderung-von-open-access-publikationen",NA,"phsg.bsz-bw.de/home",NA," OA websites:<a href='www.ph-gmuend.de/forschung/foerderung-von-open-access-publikationen'>www.ph-gmuend.de/forschung/foerderung-von-open-access-publikationen</a> OA Policy URL:<a href='www.ph-gmuend.de/forschung/foerderung-von-open-access-publikationen'>www.ph-gmuend.de/forschung/foerderung-von-open-access-publikationen</a> OA Repositorium URL:<a href='phsg.bsz-bw.de/home'>phsg.bsz-bw.de/home</a>","http://www.wikidata.org/entity/Q2120205","Q2120205","Point(9.82889 48.7917)",48.791376,9.829282,"3"
"Q2120211","Baden-Württemberg","Pädagogische Hochschule Ludwigsburg","Ludwigsburg","Universität",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,3,"50%",50,35.26,39.55,"Universität","www.ph-ludwigsburg.de/21017.html?&desktop=1",NA,NA,"www.ph-ludwigsburg.de/21020.html?&desktop=1",NA,"phbl-opus.phlb.de/home",NA," OA websites:<a href='www.ph-ludwigsburg.de/21017.html?&desktop=1'>www.ph-ludwigsburg.de/21017.html?&desktop=1</a> OA Policy URL:<a href='www.ph-ludwigsburg.de/21020.html?&desktop=1'>www.ph-ludwigsburg.de/21020.html?&desktop=1</a> OA Repositorium URL:<a href='phbl-opus.phlb.de/home'>phbl-opus.phlb.de/home</a>","http://www.wikidata.org/entity/Q2120211","Q2120211","Point(9.18312167 48.90983778)",48.90983778,9.18312167,"3"
"Q2120222","Baden-Württemberg","Pädagogische Hochschule Weingarten","Weingarten","Universität",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"16.67%",16.67,35.26,39.55,"Universität","www.ph-weingarten.de/forschung-an-der-ph/foerderung-von-open-access-publikationen/",NA,NA,NA,NA,NA,NA," OA websites:<a href='www.ph-weingarten.de/forschung-an-der-ph/foerderung-von-open-access-publikationen/'>www.ph-weingarten.de/forschung-an-der-ph/foerderung-von-open-access-publikationen/</a>","http://www.wikidata.org/entity/Q2120222","Q2120222","Point(9.645904 47.808403)",47.808403,9.645904,"3"
"Q21725096","Bayern","Fraunhofer-Institut für Angewandte und Integrierte Sicherheit (AISEC)","Garching","Forschungsorganisation: Frauenhofer-Gesellschaft",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"66.67%",66.67,39.16,39.55,"ForschungsInstitution","https://www.openaccess.fraunhofer.de/",NA,NA,"https://www.irbnet.de/daten/download/verlag/Fraunhofer_Open_Access_Policy.pdf",NA,"https://www.openaccess.fraunhofer.de/de/fraunhofer-publica.html",NA," OA websites:<a href='https://www.openaccess.fraunhofer.de/'>https://www.openaccess.fraunhofer.de/</a> OA Policy URL:<a href='https://www.irbnet.de/daten/download/verlag/Fraunhofer_Open_Access_Policy.pdf'>https://www.irbnet.de/daten/download/verlag/Fraunhofer_Open_Access_Policy.pdf</a> OA Repositorium URL:<a href='https://www.openaccess.fraunhofer.de/de/fraunhofer-publica.html'>https://www.openaccess.fraunhofer.de/de/fraunhofer-publica.html</a>","http://www.wikidata.org/entity/Q21725096","Q21725096","Point(11.634473 48.251903)",48.251903,11.634473,"3"
"Q21997375","Sachsen-Anhalt","Fraunhofer-Institut für Mikrostruktur von Werkstoffen und Systemen (IMWS)","Halle","Forschungsorganisation: Frauenhofer-Gesellschaft",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"66.67%",66.67,51.52,39.55,"ForschungsInstitution","https://www.openaccess.fraunhofer.de/",NA,NA,"https://www.irbnet.de/daten/download/verlag/Fraunhofer_Open_Access_Policy.pdf",NA,"https://www.openaccess.fraunhofer.de/de/fraunhofer-publica.html",NA," OA websites:<a href='https://www.openaccess.fraunhofer.de/'>https://www.openaccess.fraunhofer.de/</a> OA Policy URL:<a href='https://www.irbnet.de/daten/download/verlag/Fraunhofer_Open_Access_Policy.pdf'>https://www.irbnet.de/daten/download/verlag/Fraunhofer_Open_Access_Policy.pdf</a> OA Repositorium URL:<a href='https://www.openaccess.fraunhofer.de/de/fraunhofer-publica.html'>https://www.openaccess.fraunhofer.de/de/fraunhofer-publica.html</a>","http://www.wikidata.org/entity/Q21997375","Q21997375","Point(11.939472222 51.494555555)",51.494555555556,11.939472222222,"3"
"Q2207696","Thüringen","SRH Hochschule für Gesundheit","Gera","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"0%",0,40.48,39.55,"Hochschule",NA,NA,NA,NA,NA,NA,NA," ","http://www.wikidata.org/entity/Q2207696","Q2207696","Point(12.07218306 50.88075944)",50.88075944,12.07218306,"3"
"Q2207707","Baden-Württemberg","SRH Hochschule Heidelberg","Heidelberg","Hochschule",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"16.67%",16.67,35.26,39.55,"Hochschule",NA,NA,NA,NA,NA,"https://opus4.kobv.de/opus4-srh/home/index/contact",NA,"  OA Repositorium URL:<a href='https://opus4.kobv.de/opus4-srh/home/index/contact'>https://opus4.kobv.de/opus4-srh/home/index/contact</a>","http://www.wikidata.org/entity/Q2207707","Q2207707","Point(8.65138889 49.41388889)",49.41388889,8.65138889,"3"
"Q224514","Niedersachsen","Hochschule Hannover","Hannover","Hochschule",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,4,"66.67%",66.67,45.83,39.55,"Hochschule","www.hs-hannover.de/ueber-uns/organisation/bibliothek/services/publizieren-an-der-hsh/",NA,NA,"www.hs-hannover.de/fileadmin/HsH/Hochschule_Hannover/Forschung/Forschung/06_Unterstuetzung_und_Informationen/Forschungsstrategie_und_Leitlinien/OpenAccessPolicy_final.pdf",NA,"www.repo.uni-hannover.de/",NA," OA websites:<a href='www.hs-hannover.de/ueber-uns/organisation/bibliothek/services/publizieren-an-der-hsh/'>www.hs-hannover.de/ueber-uns/organisation/bibliothek/services/publizieren-an-der-hsh/</a> OA Policy URL:<a href='www.hs-hannover.de/fileadmin/HsH/Hochschule_Hannover/Forschung/Forschung/06_Unterstuetzung_und_Informationen/Forschungsstrategie_und_Leitlinien/OpenAccessPolicy_final.pdf'>www.hs-hannover.de/fileadmin/HsH/Hochschule_Hannover/Forschung/Forschung/06_Unterstuetzung_und_Informationen/Forschungsstrategie_und_Leitlinien/OpenAccessPolicy_final.pdf</a> OA Repositorium URL:<a href='www.repo.uni-hannover.de/'>www.repo.uni-hannover.de/</a>","http://www.wikidata.org/entity/Q224514","Universitat de Hannover de Ciències Aplicades","Point(9.72249 52.35317)",52.35317,9.72249,"3"
